graph_name,nodes,edges,initial_crossings_neato
grafo3488.36.graphml,36,45,12
grafo3489.63.graphml,63,85,48
grafo349.13.graphml,13,14,1
grafo3490.52.graphml,52,67,16
grafo3491.43.graphml,43,61,17
grafo3492.51.graphml,51,69,30
grafo3493.46.graphml,46,58,11
grafo3494.39.graphml,39,56,28
grafo3495.42.graphml,42,53,16
grafo3496.54.graphml,54,83,50
grafo3497.37.graphml,37,41,3
grafo3498.41.graphml,41,53,10
grafo3499.35.graphml,35,47,19
grafo350.21.graphml,21,26,4
grafo3500.64.graphml,64,92,87
grafo3501.44.graphml,44,63,20
grafo3502.58.graphml,58,77,21
grafo3503.57.graphml,57,75,22
grafo3504.35.graphml,35,47,14
grafo3505.43.graphml,43,56,18
grafo3506.34.graphml,34,37,1
grafo3507.51.graphml,51,71,35
grafo3508.42.graphml,42,59,16
grafo3509.45.graphml,45,66,32
grafo351.13.graphml,13,15,1
grafo3510.96.graphml,96,123,61
grafo3511.54.graphml,54,73,16
grafo3512.33.graphml,33,39,2
grafo3513.43.graphml,43,48,7
grafo3514.35.graphml,35,43,8
grafo3515.43.graphml,43,55,19
grafo3516.44.graphml,44,60,37
grafo3517.55.graphml,55,66,12
grafo3518.36.graphml,36,49,13
grafo3519.40.graphml,40,56,18
grafo352.12.graphml,12,12,0
grafo3520.40.graphml,40,48,7
grafo3521.40.graphml,40,48,9
grafo3522.37.graphml,37,42,4
grafo3523.59.graphml,59,85,53
grafo3524.38.graphml,38,43,2
grafo3525.40.graphml,40,52,12
grafo3526.49.graphml,49,71,35
grafo3527.41.graphml,41,54,19
grafo3528.45.graphml,45,53,8
grafo3529.42.graphml,42,54,16
grafo353.13.graphml,13,13,0
grafo3530.33.graphml,33,38,3
grafo3531.54.graphml,54,81,50
grafo3532.99.graphml,99,154,270
grafo3533.37.graphml,37,57,47
grafo3534.41.graphml,41,49,6
grafo3535.56.graphml,56,68,12
grafo3536.60.graphml,60,73,20
grafo3537.40.graphml,40,61,53
grafo3538.40.graphml,40,46,7
grafo3539.40.graphml,40,57,29
grafo354.12.graphml,12,12,0
grafo3540.38.graphml,38,57,25
grafo3541.55.graphml,55,87,71
grafo3542.40.graphml,40,53,9
grafo3543.72.graphml,72,103,58
grafo3544.42.graphml,42,60,24
grafo3545.58.graphml,58,83,56
grafo3546.36.graphml,36,49,14
grafo3547.37.graphml,37,38,0
grafo3548.42.graphml,42,50,4
grafo3549.40.graphml,40,57,31
grafo355.14.graphml,14,13,0
grafo3550.53.graphml,53,61,6
grafo3551.39.graphml,39,54,20
grafo3552.44.graphml,44,51,8
grafo3553.46.graphml,46,71,45
grafo3554.37.graphml,37,41,0
grafo3555.40.graphml,40,49,7
grafo3556.61.graphml,61,75,27
grafo3557.64.graphml,64,85,36
grafo3558.39.graphml,39,62,48
grafo3559.48.graphml,48,69,37
grafo356.19.graphml,19,22,0
grafo3560.36.graphml,36,45,9
grafo3561.48.graphml,48,68,36
grafo3562.40.graphml,40,53,33
grafo3563.36.graphml,36,46,15
grafo3564.61.graphml,61,79,34
grafo3565.42.graphml,42,52,7
grafo3566.36.graphml,36,44,5
grafo3567.52.graphml,52,68,26
grafo3568.55.graphml,55,87,68
grafo3569.56.graphml,56,75,41
grafo357.14.graphml,14,21,4
grafo3570.55.graphml,55,66,8
grafo3571.42.graphml,42,56,14
grafo3572.53.graphml,53,76,52
grafo3573.43.graphml,43,58,15
grafo3574.36.graphml,36,45,13
grafo3575.41.graphml,41,52,13
grafo3576.37.graphml,37,49,15
grafo3577.40.graphml,40,50,8
grafo3578.58.graphml,58,79,46
grafo3579.52.graphml,52,67,21
grafo358.30.graphml,30,39,1
grafo3580.44.graphml,44,64,33
grafo3581.61.graphml,61,81,35
grafo3582.41.graphml,41,51,12
grafo3583.47.graphml,47,61,15
grafo3584.56.graphml,56,80,68
grafo3585.39.graphml,39,46,6
grafo3586.36.graphml,36,41,1
grafo3587.36.graphml,36,48,6
grafo3588.36.graphml,36,40,6
grafo3589.56.graphml,56,68,11
grafo359.30.graphml,30,37,4
grafo3590.53.graphml,53,78,69
grafo3591.57.graphml,57,72,17
grafo3592.44.graphml,44,56,18
grafo3593.44.graphml,44,59,20
grafo3594.42.graphml,42,56,22
grafo3595.39.graphml,39,56,20
grafo3596.37.graphml,37,46,9
grafo3597.49.graphml,49,64,19
grafo3598.55.graphml,55,73,20
grafo3599.56.graphml,56,80,40
grafo360.17.graphml,17,21,3
grafo3600.43.graphml,43,61,33
grafo3601.44.graphml,44,53,6
grafo3602.44.graphml,44,53,6
grafo3603.44.graphml,44,66,35
grafo3604.37.graphml,37,48,6
grafo3605.35.graphml,35,40,1
grafo3606.46.graphml,46,54,4
grafo3607.56.graphml,56,91,116
grafo3608.42.graphml,42,53,6
grafo3609.42.graphml,42,55,16
grafo361.13.graphml,13,14,0
grafo3610.57.graphml,57,80,51
grafo3611.53.graphml,53,67,9
grafo3612.37.graphml,37,57,33
grafo3613.41.graphml,41,54,20
grafo3614.54.graphml,54,75,44
grafo3615.44.graphml,44,56,9
grafo3616.51.graphml,51,73,55
grafo3617.39.graphml,39,48,3
grafo3618.38.graphml,38,55,15
grafo3619.33.graphml,33,45,16
grafo362.19.graphml,19,18,0
grafo3620.38.graphml,38,47,7
grafo3621.40.graphml,40,50,10
grafo3622.36.graphml,36,41,3
grafo3623.39.graphml,39,47,9
grafo3624.44.graphml,44,54,5
grafo3625.55.graphml,55,68,26
grafo3626.49.graphml,49,61,14
grafo3627.37.graphml,37,37,0
grafo3628.52.graphml,52,71,34
grafo3629.42.graphml,42,55,11
grafo363.10.graphml,10,11,1
grafo3630.54.graphml,54,69,21
grafo3631.35.graphml,35,41,3
grafo3632.56.graphml,56,88,92
grafo3633.38.graphml,38,63,38
grafo3634.40.graphml,40,47,5
grafo3635.54.graphml,54,70,26
grafo3636.46.graphml,46,62,24
grafo3637.38.graphml,38,48,12
grafo3638.57.graphml,57,74,25
grafo3639.42.graphml,42,50,8
grafo364.14.graphml,14,13,0
grafo3640.41.graphml,41,53,7
grafo3641.52.graphml,52,71,48
grafo3642.63.graphml,63,92,89
grafo3643.36.graphml,36,43,7
grafo3644.44.graphml,44,54,2
grafo3645.35.graphml,35,52,28
grafo3646.37.graphml,37,50,14
grafo3647.41.graphml,41,58,25
grafo3648.53.graphml,53,63,16
grafo3649.38.graphml,38,54,16
grafo365.40.graphml,40,47,4
grafo3650.41.graphml,41,54,14
grafo3651.58.graphml,58,74,19
grafo3652.42.graphml,42,61,34
grafo3653.60.graphml,60,86,62
grafo3654.43.graphml,43,58,14
grafo3655.39.graphml,39,52,11
grafo3656.58.graphml,58,75,20
grafo3657.42.graphml,42,56,11
grafo3658.56.graphml,56,78,36
grafo3659.44.graphml,44,55,14
grafo366.16.graphml,16,16,0
grafo3660.45.graphml,45,60,31
grafo3661.46.graphml,46,56,5
grafo3662.46.graphml,46,52,3
grafo3663.36.graphml,36,41,4
grafo3664.37.graphml,37,46,11
grafo3665.54.graphml,54,77,40
grafo3666.53.graphml,53,93,114
grafo3667.44.graphml,44,54,8
grafo3668.59.graphml,59,77,20
grafo3669.43.graphml,43,52,15
grafo367.14.graphml,14,14,0
grafo3670.41.graphml,41,57,18
grafo3671.38.graphml,38,47,4
grafo3672.59.graphml,59,78,37
grafo3673.40.graphml,40,59,28
grafo3674.59.graphml,59,90,66
grafo3675.42.graphml,42,51,13
grafo3676.38.graphml,38,43,6
grafo3677.51.graphml,51,71,31
grafo3678.34.graphml,34,42,5
grafo3679.39.graphml,39,43,3
grafo368.11.graphml,11,13,1
grafo3680.99.graphml,99,147,175
grafo3681.38.graphml,38,48,6
grafo3682.49.graphml,49,74,41
grafo3683.41.graphml,41,59,36
grafo3684.50.graphml,50,66,28
grafo3685.50.graphml,50,72,57
grafo3686.31.graphml,31,36,5
grafo3687.41.graphml,41,53,16
grafo3688.54.graphml,54,71,34
grafo3689.49.graphml,49,65,23
grafo369.20.graphml,20,28,5
grafo3690.38.graphml,38,50,20
grafo3691.41.graphml,41,53,15
grafo3692.41.graphml,41,59,31
grafo3693.43.graphml,43,58,26
grafo3694.41.graphml,41,59,32
grafo3695.39.graphml,39,47,5
grafo3696.38.graphml,38,50,13
grafo3697.49.graphml,49,68,32
grafo3698.56.graphml,56,87,49
grafo3699.99.graphml,99,133,108
grafo370.14.graphml,14,19,3
grafo3700.38.graphml,38,44,4
grafo3701.41.graphml,41,58,17
grafo3702.57.graphml,57,70,18
grafo3703.45.graphml,45,67,30
grafo3704.52.graphml,52,71,22
grafo3705.44.graphml,44,57,9
grafo3706.64.graphml,64,94,93
grafo3707.43.graphml,43,54,14
grafo3708.38.graphml,38,54,27
grafo3709.61.graphml,61,85,50
grafo371.14.graphml,14,13,0
grafo3710.43.graphml,43,52,10
grafo3711.40.graphml,40,53,11
grafo3712.95.graphml,95,144,159
grafo3713.55.graphml,55,84,56
grafo3714.52.graphml,52,76,43
grafo3715.35.graphml,35,40,1
grafo3716.37.graphml,37,53,16
grafo3717.51.graphml,51,72,35
grafo3718.43.graphml,43,59,23
grafo3719.40.graphml,40,50,11
grafo372.27.graphml,27,31,3
grafo3720.35.graphml,35,47,12
grafo3721.37.graphml,37,57,36
grafo3722.40.graphml,40,58,12
grafo3723.53.graphml,53,73,34
grafo3724.43.graphml,43,54,7
grafo3725.37.graphml,37,44,9
grafo3726.51.graphml,51,70,28
grafo3727.39.graphml,39,53,12
grafo3728.37.graphml,37,47,14
grafo3729.37.graphml,37,45,1
grafo373.13.graphml,13,19,3
grafo3730.47.graphml,47,63,25
grafo3731.47.graphml,47,69,40
grafo3732.58.graphml,58,75,33
grafo3733.62.graphml,62,91,81
grafo3734.36.graphml,36,46,4
grafo3735.39.graphml,39,53,17
grafo3736.39.graphml,39,52,16
grafo3737.54.graphml,54,77,41
grafo3738.42.graphml,42,47,0
grafo3739.56.graphml,56,67,2
grafo374.18.graphml,18,25,2
grafo3740.55.graphml,55,71,28
grafo3741.95.graphml,95,120,61
grafo3742.36.graphml,36,45,8
grafo3743.35.graphml,35,47,9
grafo3744.50.graphml,50,72,37
grafo3745.41.graphml,41,54,18
grafo3746.62.graphml,62,80,24
grafo3747.37.graphml,37,52,9
grafo3748.54.graphml,54,73,33
grafo3749.42.graphml,42,52,4
grafo375.17.graphml,17,19,2
grafo3750.53.graphml,53,66,15
grafo3751.40.graphml,40,54,9
grafo3752.38.graphml,38,46,7
grafo3753.40.graphml,40,53,16
grafo3754.40.graphml,40,45,1
grafo3755.52.graphml,52,72,27
grafo3756.90.graphml,90,127,105
grafo3757.39.graphml,39,62,40
grafo3758.38.graphml,38,56,23
grafo3759.53.graphml,53,72,35
grafo376.10.graphml,10,9,0
grafo3760.56.graphml,56,69,11
grafo3761.45.graphml,45,57,12
grafo3762.39.graphml,39,52,15
grafo3763.53.graphml,53,72,25
grafo3764.45.graphml,45,59,25
grafo3765.38.graphml,38,46,7
grafo3766.38.graphml,38,47,5
grafo3767.36.graphml,36,44,7
grafo3768.42.graphml,42,53,4
grafo3769.48.graphml,48,63,21
grafo377.13.graphml,13,16,0
grafo3770.42.graphml,42,51,10
grafo3771.40.graphml,40,53,19
grafo3772.56.graphml,56,83,48
grafo3773.40.graphml,40,54,12
grafo3774.41.graphml,41,47,3
grafo3775.45.graphml,45,54,14
grafo3776.53.graphml,53,77,38
grafo3777.40.graphml,40,54,14
grafo3778.37.graphml,37,43,7
grafo3779.52.graphml,52,67,19
grafo378.14.graphml,14,17,0
grafo3780.50.graphml,50,63,16
grafo3781.41.graphml,41,58,25
grafo3782.34.graphml,34,43,5
grafo3783.46.graphml,46,58,13
grafo3784.36.graphml,36,46,7
grafo3785.54.graphml,54,70,31
grafo3786.41.graphml,41,50,7
grafo3787.61.graphml,61,73,12
grafo3788.38.graphml,38,45,9
grafo3789.56.graphml,56,79,38
grafo379.15.graphml,15,17,0
grafo3790.51.graphml,51,74,40
grafo3791.57.graphml,57,78,39
grafo3792.39.graphml,39,49,9
grafo3793.39.graphml,39,53,10
grafo3794.41.graphml,41,52,11
grafo3795.56.graphml,56,62,8
grafo3796.44.graphml,44,62,23
grafo3797.55.graphml,55,79,46
grafo3798.41.graphml,41,50,9
grafo3799.44.graphml,44,66,36
grafo380.21.graphml,21,25,4
grafo3800.42.graphml,42,51,10
grafo3801.43.graphml,43,52,8
grafo3802.41.graphml,41,57,24
grafo3803.40.graphml,40,56,18
grafo3804.40.graphml,40,49,11
grafo3805.37.graphml,37,49,14
grafo3806.47.graphml,47,52,3
grafo3807.38.graphml,38,46,6
grafo3808.97.graphml,97,129,83
grafo3809.43.graphml,43,48,6
grafo381.21.graphml,21,23,3
grafo3810.52.graphml,52,64,18
grafo3811.54.graphml,54,77,39
grafo3812.44.graphml,44,63,38
grafo3813.39.graphml,39,50,11
grafo3814.39.graphml,39,46,10
grafo3815.55.graphml,55,76,35
grafo3816.42.graphml,42,61,36
grafo3817.58.graphml,58,87,60
grafo3818.57.graphml,57,77,47
grafo3819.52.graphml,52,67,28
grafo382.15.graphml,15,17,0
grafo3820.42.graphml,42,52,9
grafo3821.55.graphml,55,87,58
grafo3822.94.graphml,94,123,68
grafo3823.37.graphml,37,46,6
grafo3824.43.graphml,43,59,20
grafo3825.49.graphml,49,66,29
grafo3826.51.graphml,51,63,24
grafo3827.42.graphml,42,55,20
grafo3828.38.graphml,38,40,0
grafo3829.43.graphml,43,61,10
grafo383.12.graphml,12,14,1
grafo3830.39.graphml,39,50,8
grafo3831.44.graphml,44,52,10
grafo3832.52.graphml,52,71,30
grafo3833.55.graphml,55,68,11
grafo3834.55.graphml,55,80,30
grafo3835.39.graphml,39,50,12
grafo3836.53.graphml,53,92,98
grafo3837.37.graphml,37,52,25
grafo3838.45.graphml,45,56,13
grafo3839.44.graphml,44,53,7
grafo384.19.graphml,19,24,5
grafo3840.45.graphml,45,59,17
grafo3841.57.graphml,57,77,39
grafo3842.34.graphml,34,40,2
grafo3843.44.graphml,44,61,18
grafo3844.52.graphml,52,78,55
grafo3845.54.graphml,54,75,43
grafo3846.47.graphml,47,65,20
grafo3847.35.graphml,35,38,1
grafo3848.38.graphml,38,48,9
grafo3849.39.graphml,39,50,11
grafo385.17.graphml,17,24,2
grafo3850.54.graphml,54,68,9
grafo3851.57.graphml,57,77,34
grafo3852.52.graphml,52,68,27
grafo3853.61.graphml,61,79,30
grafo3854.46.graphml,46,65,25
grafo3855.60.graphml,60,78,32
grafo3856.38.graphml,38,56,24
grafo3857.39.graphml,39,51,15
grafo3858.54.graphml,54,68,16
grafo3859.39.graphml,39,53,16
grafo386.15.graphml,15,24,8
grafo3860.42.graphml,42,47,2
grafo3861.99.graphml,99,140,122
grafo3862.36.graphml,36,41,5
grafo3863.37.graphml,37,43,7
grafo3864.35.graphml,35,42,8
grafo3865.42.graphml,42,56,16
grafo3866.35.graphml,35,43,10
grafo3867.59.graphml,59,80,40
grafo3868.45.graphml,45,51,4
grafo3869.58.graphml,58,73,10
grafo387.13.graphml,13,15,1
grafo3870.38.graphml,38,54,23
grafo3871.88.graphml,88,126,91
grafo3872.35.graphml,35,42,4
grafo3873.41.graphml,41,51,16
grafo3874.40.graphml,40,46,5
grafo3875.43.graphml,43,49,1
grafo3876.94.graphml,94,123,77
grafo3877.33.graphml,33,51,37
grafo3878.45.graphml,45,55,7
grafo3879.96.graphml,96,130,92
grafo388.13.graphml,13,16,1
grafo3880.32.graphml,32,41,7
grafo3881.39.graphml,39,61,40
grafo3882.41.graphml,41,52,13
grafo3883.42.graphml,42,65,44
grafo3884.39.graphml,39,56,20
grafo3885.40.graphml,40,51,8
grafo3886.40.graphml,40,52,13
grafo3887.38.graphml,38,52,11
grafo3888.38.graphml,38,53,30
grafo3889.41.graphml,41,55,11
grafo389.19.graphml,19,26,6
grafo3890.96.graphml,107,135,70
grafo3891.39.graphml,39,49,14
grafo3892.35.graphml,35,41,13
grafo3893.40.graphml,40,44,4
grafo3894.45.graphml,45,57,17
grafo3895.42.graphml,42,55,20
grafo3896.38.graphml,38,50,9
grafo3897.38.graphml,38,48,9
grafo3898.99.graphml,99,136,118
grafo3899.38.graphml,38,54,18
grafo390.13.graphml,13,13,0
grafo3900.43.graphml,43,60,24
grafo3901.32.graphml,32,38,4
grafo3902.39.graphml,39,53,20
grafo3903.59.graphml,59,83,36
grafo3904.57.graphml,57,67,12
grafo3905.36.graphml,36,45,8
grafo3906.49.graphml,49,61,10
grafo3907.33.graphml,33,42,12
grafo3908.41.graphml,41,57,33
grafo3909.92.graphml,92,124,66
grafo391.15.graphml,15,20,3
grafo3910.41.graphml,41,49,9
grafo3911.34.graphml,34,44,8
grafo3912.54.graphml,54,68,19
grafo3913.43.graphml,43,65,38
grafo3914.42.graphml,42,53,13
grafo3915.38.graphml,38,44,4
grafo3916.40.graphml,40,51,21
grafo3917.38.graphml,38,58,32
grafo3918.42.graphml,42,56,18
grafo3919.38.graphml,38,53,17
grafo392.13.graphml,13,13,0
grafo3920.39.graphml,39,47,9
grafo3921.34.graphml,34,46,16
grafo3922.39.graphml,39,50,16
grafo3923.35.graphml,35,45,13
grafo3924.44.graphml,44,53,4
grafo3925.65.graphml,65,91,57
grafo3926.54.graphml,54,69,21
grafo3927.45.graphml,45,55,14
grafo3928.44.graphml,44,52,6
grafo3929.62.graphml,62,76,16
grafo393.13.graphml,13,18,1
grafo3930.37.graphml,37,43,1
grafo3931.37.graphml,37,47,12
grafo3932.38.graphml,38,48,6
grafo3933.43.graphml,43,57,19
grafo3934.44.graphml,44,57,18
grafo3935.64.graphml,64,85,52
grafo3936.39.graphml,39,58,28
grafo3937.58.graphml,58,70,8
grafo3938.43.graphml,43,53,13
grafo3939.39.graphml,39,50,12
grafo394.11.graphml,11,15,3
grafo3940.41.graphml,41,59,33
grafo3941.40.graphml,40,48,10
grafo3942.40.graphml,40,50,16
grafo3943.51.graphml,51,70,23
grafo3944.39.graphml,39,54,15
grafo3945.59.graphml,59,73,16
grafo3946.37.graphml,37,47,2
grafo3947.43.graphml,43,63,21
grafo3948.47.graphml,47,66,27
grafo3949.53.graphml,53,74,41
grafo395.35.graphml,35,46,3
grafo3950.55.graphml,55,74,31
grafo3951.39.graphml,39,58,41
grafo3952.33.graphml,33,39,8
grafo3953.36.graphml,36,48,5
grafo3954.37.graphml,37,51,15
grafo3955.55.graphml,55,72,38
grafo3956.38.graphml,38,54,25
grafo3957.57.graphml,57,80,39
grafo3958.51.graphml,51,62,19
grafo3959.42.graphml,42,50,6
grafo396.15.graphml,15,17,0
grafo3960.36.graphml,36,41,3
grafo3961.70.graphml,70,96,40
grafo3962.39.graphml,39,50,11
grafo3963.47.graphml,47,57,9
grafo3964.38.graphml,38,48,12
grafo3965.57.graphml,57,70,11
grafo3966.38.graphml,38,42,1
grafo3967.59.graphml,59,87,78
grafo3968.38.graphml,38,45,6
grafo3969.54.graphml,54,70,20
grafo397.11.graphml,11,12,1
grafo3970.56.graphml,56,77,38
grafo3971.44.graphml,44,48,3
grafo3972.43.graphml,43,59,19
grafo3973.53.graphml,53,69,21
grafo3974.37.graphml,37,52,35
grafo3975.38.graphml,38,52,21
grafo3976.38.graphml,38,53,17
grafo3977.37.graphml,37,45,11
grafo3978.47.graphml,47,54,9
grafo3979.98.graphml,98,136,109
grafo398.26.graphml,26,27,0
grafo3980.54.graphml,54,70,24
grafo3981.43.graphml,43,53,10
grafo3982.53.graphml,53,88,90
grafo3983.97.graphml,97,125,51
grafo3984.39.graphml,39,49,11
grafo3985.34.graphml,34,39,1
grafo3986.40.graphml,40,57,23
grafo3987.40.graphml,40,56,21
grafo3988.43.graphml,43,57,15
grafo3989.43.graphml,43,56,15
grafo399.15.graphml,15,16,1
grafo3990.39.graphml,39,46,2
grafo3991.57.graphml,57,81,49
grafo3992.44.graphml,44,61,25
grafo3993.52.graphml,52,82,64
grafo3994.39.graphml,39,52,14
grafo3995.97.graphml,97,145,172
grafo3996.35.graphml,35,47,16
grafo3997.40.graphml,40,56,12
grafo3998.48.graphml,48,56,5
grafo3999.42.graphml,42,61,34
grafo400.16.graphml,16,17,1
grafo4000.35.graphml,35,41,3
grafo4001.41.graphml,41,51,13
grafo4002.55.graphml,55,82,51
grafo4003.53.graphml,53,72,27
grafo4004.41.graphml,41,48,5
grafo4005.39.graphml,39,52,16
grafo4006.54.graphml,54,64,7
grafo4007.37.graphml,37,47,8
grafo4008.62.graphml,62,79,21
grafo4009.43.graphml,43,55,15
grafo401.11.graphml,11,13,0
grafo4010.40.graphml,40,52,15
grafo4011.48.graphml,48,62,23
grafo4012.49.graphml,49,65,25
grafo4013.38.graphml,38,49,12
grafo4014.43.graphml,43,60,18
grafo4015.47.graphml,47,66,21
grafo4016.54.graphml,54,65,12
grafo4017.44.graphml,44,60,23
grafo4018.48.graphml,48,60,12
grafo4019.40.graphml,40,46,1
grafo402.10.graphml,10,10,0
grafo4020.40.graphml,40,50,7
grafo4021.40.graphml,40,51,13
grafo4022.44.graphml,44,63,28
grafo4023.43.graphml,43,62,26
grafo4024.42.graphml,42,55,12
grafo4025.52.graphml,52,74,44
grafo4026.43.graphml,43,55,9
grafo4027.45.graphml,45,54,8
grafo4028.39.graphml,39,44,3
grafo4029.34.graphml,34,40,4
grafo403.14.graphml,14,15,0
grafo4030.52.graphml,52,65,13
grafo4031.41.graphml,41,62,33
grafo4032.42.graphml,42,51,7
grafo4033.42.graphml,42,64,39
grafo4034.40.graphml,40,47,7
grafo4035.40.graphml,40,54,14
grafo4036.45.graphml,45,52,2
grafo4037.35.graphml,35,40,4
grafo4038.40.graphml,40,53,22
grafo4039.60.graphml,60,90,86
grafo404.12.graphml,12,13,0
grafo4040.30.graphml,30,36,2
grafo4041.57.graphml,57,66,13
grafo4042.43.graphml,43,47,1
grafo4043.37.graphml,37,47,11
grafo4044.52.graphml,52,71,23
grafo4045.42.graphml,42,56,13
grafo4046.49.graphml,49,67,29
grafo4047.41.graphml,41,48,6
grafo4048.38.graphml,38,46,8
grafo4049.37.graphml,37,51,32
grafo405.16.graphml,16,17,1
grafo4050.35.graphml,35,43,6
grafo4051.37.graphml,37,54,24
grafo4052.41.graphml,41,56,27
grafo4053.43.graphml,43,58,18
grafo4054.40.graphml,40,53,6
grafo4055.43.graphml,43,61,24
grafo4056.37.graphml,37,50,15
grafo4057.43.graphml,43,46,2
grafo4058.37.graphml,37,42,1
grafo4059.48.graphml,48,64,10
grafo406.13.graphml,13,15,1
grafo4060.39.graphml,39,50,11
grafo4061.39.graphml,39,47,7
grafo4062.56.graphml,56,87,54
grafo4063.45.graphml,45,69,56
grafo4064.59.graphml,59,70,8
grafo4065.39.graphml,39,47,6
grafo4066.39.graphml,39,53,21
grafo4067.44.graphml,44,54,10
grafo4068.38.graphml,38,49,10
grafo4069.50.graphml,50,64,18
grafo407.10.graphml,10,9,0
grafo4070.36.graphml,36,43,5
grafo4071.43.graphml,43,60,33
grafo4072.44.graphml,44,51,4
grafo4073.40.graphml,40,42,3
grafo4074.42.graphml,42,54,10
grafo4075.52.graphml,52,66,18
grafo4076.48.graphml,48,61,16
grafo4077.40.graphml,40,51,8
grafo4078.49.graphml,49,69,32
grafo4079.53.graphml,53,62,12
grafo408.11.graphml,11,10,0
grafo4080.37.graphml,37,57,40
grafo4081.40.graphml,40,46,6
grafo4082.60.graphml,60,81,45
grafo4083.57.graphml,57,78,33
grafo4084.41.graphml,41,56,20
grafo4085.35.graphml,35,51,33
grafo4086.46.graphml,46,55,7
grafo4087.65.graphml,65,94,56
grafo4088.45.graphml,45,56,15
grafo4089.57.graphml,57,80,34
grafo409.19.graphml,19,22,2
grafo4090.43.graphml,43,62,20
grafo4091.99.graphml,99,136,139
grafo4092.38.graphml,38,49,16
grafo4093.39.graphml,39,56,12
grafo4094.40.graphml,40,51,13
grafo4095.56.graphml,56,79,29
grafo4096.42.graphml,42,65,40
grafo4097.39.graphml,39,55,16
grafo4098.39.graphml,39,45,3
grafo4099.39.graphml,39,39,0
grafo410.14.graphml,14,16,0
grafo4100.56.graphml,56,75,31
grafo4101.91.graphml,91,123,89
grafo4102.42.graphml,42,62,39
grafo4103.52.graphml,52,65,10
grafo4104.39.graphml,39,55,30
grafo4105.40.graphml,40,43,3
grafo4106.62.graphml,62,79,16
grafo4107.37.graphml,37,49,16
grafo4108.41.graphml,41,52,18
grafo4109.51.graphml,51,75,45
grafo411.16.graphml,16,23,4
grafo4110.38.graphml,38,52,14
grafo4111.35.graphml,35,50,16
grafo4112.34.graphml,34,40,6
grafo4113.59.graphml,59,84,42
grafo4114.58.graphml,58,81,37
grafo4115.57.graphml,57,80,35
grafo4116.60.graphml,60,88,66
grafo4117.56.graphml,56,73,23
grafo4118.66.graphml,66,79,19
grafo4119.80.graphml,80,114,79
grafo412.23.graphml,23,27,2
grafo4120.76.graphml,76,99,41
grafo4121.65.graphml,65,81,27
grafo4122.55.graphml,55,80,59
grafo4123.77.graphml,77,108,58
grafo4124.59.graphml,59,82,45
grafo4125.55.graphml,55,74,20
grafo4126.72.graphml,72,89,29
grafo4127.59.graphml,59,79,29
grafo4128.61.graphml,61,88,46
grafo4129.78.graphml,78,108,63
grafo413.20.graphml,20,24,2
grafo4130.57.graphml,57,79,30
grafo4131.78.graphml,78,108,57
grafo4132.54.graphml,54,66,9
grafo4133.58.graphml,58,89,82
grafo4134.57.graphml,57,84,47
grafo4135.68.graphml,68,96,74
grafo4136.63.graphml,63,98,66
grafo4137.82.graphml,82,117,90
grafo4138.60.graphml,60,83,39
grafo4139.64.graphml,64,85,24
grafo414.14.graphml,14,14,0
grafo4140.54.graphml,54,67,18
grafo4141.64.graphml,64,79,20
grafo4142.53.graphml,53,74,27
grafo4143.60.graphml,60,72,10
grafo4144.83.graphml,83,110,60
grafo4145.57.graphml,57,72,11
grafo4146.50.graphml,50,61,9
grafo4147.81.graphml,81,107,84
grafo4148.78.graphml,78,105,80
grafo4149.60.graphml,60,80,17
grafo415.17.graphml,17,24,2
grafo4150.64.graphml,64,93,58
grafo4151.58.graphml,58,75,12
grafo4152.70.graphml,70,90,16
grafo4153.67.graphml,67,94,42
grafo4154.51.graphml,51,65,18
grafo4155.63.graphml,63,73,8
grafo4156.75.graphml,75,102,46
grafo4157.67.graphml,67,87,32
grafo4158.77.graphml,77,113,78
grafo4159.50.graphml,50,66,15
grafo416.18.graphml,18,18,0
grafo4160.51.graphml,51,70,23
grafo4161.55.graphml,55,73,35
grafo4162.63.graphml,63,81,26
grafo4163.70.graphml,70,96,54
grafo4164.51.graphml,51,65,15
grafo4165.61.graphml,61,82,23
grafo4166.53.graphml,53,66,14
grafo4167.53.graphml,53,69,22
grafo4168.76.graphml,76,101,53
grafo4169.83.graphml,83,113,61
grafo417.13.graphml,13,12,0
grafo4170.58.graphml,58,72,19
grafo4171.57.graphml,57,80,34
grafo4172.58.graphml,58,71,3
grafo4173.61.graphml,61,96,90
grafo4174.76.graphml,76,98,44
grafo4175.56.graphml,56,73,31
grafo4176.81.graphml,81,102,54
grafo4177.57.graphml,57,76,30
grafo4178.74.graphml,74,99,31
grafo4179.79.graphml,79,100,40
grafo418.16.graphml,16,18,0
grafo4180.57.graphml,57,82,45
grafo4181.61.graphml,61,78,17
grafo4182.64.graphml,64,91,42
grafo4183.60.graphml,60,77,21
grafo4184.78.graphml,78,109,72
grafo4185.54.graphml,54,71,20
grafo4186.57.graphml,57,72,20
grafo4187.75.graphml,75,101,36
grafo4188.58.graphml,58,76,13
grafo4189.62.graphml,62,92,74
grafo419.15.graphml,15,18,1
grafo4190.61.graphml,61,90,70
grafo4191.61.graphml,61,78,35
grafo4192.70.graphml,70,96,66
grafo4193.74.graphml,74,103,64
grafo4194.63.graphml,63,82,28
grafo4195.55.graphml,55,69,10
grafo4196.78.graphml,78,106,61
