graph_name,nodes,edges,initial_crossings_neato
grafo8229.70.graphml,70,98,44
grafo823.16.graphml,16,16,0
grafo8230.70.graphml,70,105,110
grafo8231.74.graphml,74,99,45
grafo8232.74.graphml,74,98,30
grafo8233.76.graphml,76,97,28
grafo8234.70.graphml,70,89,30
grafo8235.75.graphml,75,97,28
grafo8236.72.graphml,72,92,37
grafo8237.70.graphml,70,98,53
grafo8238.70.graphml,70,89,27
grafo8239.65.graphml,65,94,63
grafo824.12.graphml,12,12,0
grafo8240.72.graphml,72,96,53
grafo8241.73.graphml,73,93,29
grafo8242.82.graphml,82,112,63
grafo8243.71.graphml,71,98,54
grafo8244.72.graphml,72,97,41
grafo8245.83.graphml,83,104,44
grafo8246.82.graphml,82,106,62
grafo8247.81.graphml,81,118,83
grafo8248.86.graphml,86,119,70
grafo8249.77.graphml,77,111,103
grafo825.15.graphml,15,17,1
grafo8250.74.graphml,74,111,123
grafo8251.73.graphml,73,104,81
grafo8252.78.graphml,78,109,48
grafo8253.72.graphml,72,106,62
grafo8254.72.graphml,72,85,24
grafo8255.81.graphml,81,106,59
grafo8256.83.graphml,83,110,48
grafo8257.92.graphml,92,122,75
grafo8258.78.graphml,78,105,62
grafo8259.72.graphml,72,102,76
grafo826.22.graphml,22,22,0
grafo8260.86.graphml,86,123,103
grafo8261.66.graphml,66,82,27
grafo8262.78.graphml,78,107,70
grafo8263.78.graphml,78,109,73
grafo8264.78.graphml,78,114,91
grafo8265.69.graphml,69,80,14
grafo8266.81.graphml,81,115,104
grafo8267.76.graphml,76,98,43
grafo8268.61.graphml,61,90,64
grafo8269.82.graphml,82,120,93
grafo827.12.graphml,12,13,0
grafo8270.71.graphml,71,91,23
grafo8271.81.graphml,81,113,64
grafo8272.83.graphml,83,120,99
grafo8273.81.graphml,81,107,34
grafo8274.60.graphml,60,72,6
grafo8275.82.graphml,82,124,127
grafo8276.60.graphml,60,74,14
grafo8277.82.graphml,82,119,98
grafo8278.70.graphml,70,113,97
grafo8279.81.graphml,81,112,91
grafo828.22.graphml,22,24,0
grafo8280.88.graphml,88,119,61
grafo8281.85.graphml,85,117,60
grafo8282.76.graphml,76,108,82
grafo8283.83.graphml,83,119,67
grafo8284.84.graphml,84,121,97
grafo8285.74.graphml,74,98,56
grafo8286.81.graphml,81,117,81
grafo8287.77.graphml,77,90,19
grafo8288.82.graphml,82,104,35
grafo8289.74.graphml,74,101,43
grafo829.17.graphml,17,21,2
grafo8290.81.graphml,81,118,106
grafo8291.77.graphml,77,112,114
grafo8292.70.graphml,70,95,50
grafo8293.73.graphml,73,96,40
grafo8294.63.graphml,63,96,81
grafo8295.74.graphml,74,102,56
grafo8296.86.graphml,86,116,81
grafo8297.87.graphml,87,126,113
grafo8298.78.graphml,78,116,110
grafo8299.74.graphml,74,98,44
grafo830.27.graphml,27,27,0
grafo8300.84.graphml,84,115,55
grafo8301.76.graphml,76,115,140
grafo8302.81.graphml,81,101,46
grafo8303.72.graphml,72,103,66
grafo8304.85.graphml,85,123,85
grafo8305.65.graphml,65,89,38
grafo8306.76.graphml,76,95,19
grafo8307.72.graphml,72,100,64
grafo8308.83.graphml,83,102,41
grafo8309.78.graphml,78,104,63
grafo831.16.graphml,16,17,0
grafo8310.86.graphml,86,134,184
grafo8311.86.graphml,86,116,75
grafo8312.78.graphml,78,106,61
grafo8313.82.graphml,82,108,46
grafo8314.81.graphml,81,108,46
grafo8315.77.graphml,77,100,53
grafo8316.82.graphml,82,126,139
grafo8317.60.graphml,60,89,51
grafo8318.84.graphml,84,110,54
grafo8319.61.graphml,61,87,52
grafo832.21.graphml,21,28,4
grafo8320.83.graphml,83,110,78
grafo8321.78.graphml,78,117,131
grafo8322.70.graphml,70,102,74
grafo8323.84.graphml,84,106,33
grafo8324.76.graphml,76,109,69
grafo8325.61.graphml,61,82,39
grafo8326.76.graphml,76,115,143
grafo8327.62.graphml,62,85,45
grafo8328.67.graphml,67,98,67
grafo8329.78.graphml,78,99,33
grafo833.13.graphml,13,17,1
grafo8330.88.graphml,88,125,117
grafo8331.95.graphml,95,120,55
grafo8332.87.graphml,87,116,55
grafo8333.91.graphml,91,122,87
grafo8334.95.graphml,95,122,50
grafo8335.93.graphml,93,126,95
grafo8336.71.graphml,71,91,44
grafo8337.73.graphml,73,93,26
grafo8338.70.graphml,70,88,32
grafo8339.66.graphml,66,90,48
grafo834.11.graphml,11,12,0
grafo8340.69.graphml,69,79,8
grafo8342.97.graphml,97,132,109
grafo8343.75.graphml,75,106,84
grafo8344.73.graphml,73,99,48
grafo8345.85.graphml,85,112,59
grafo8346.83.graphml,83,106,44
grafo8347.69.graphml,69,76,3
grafo8348.99.graphml,99,133,104
grafo8349.91.graphml,91,133,115
grafo835.23.graphml,23,27,5
grafo8350.79.graphml,79,109,79
grafo8351.89.graphml,89,127,102
grafo8352.89.graphml,89,120,61
grafo8353.89.graphml,89,116,102
grafo8354.89.graphml,89,116,102
grafo8355.87.graphml,87,129,123
grafo8356.70.graphml,70,103,93
grafo8357.82.graphml,82,118,109
grafo8358.72.graphml,72,104,104
grafo8359.72.graphml,72,87,22
grafo836.10.graphml,10,10,0
grafo8360.87.graphml,87,105,49
grafo8361.65.graphml,65,84,32
grafo8362.85.graphml,85,109,39
grafo8363.69.graphml,69,91,66
grafo8364.87.graphml,87,106,30
grafo8365.87.graphml,87,120,84
grafo8366.76.graphml,76,102,60
grafo8367.76.graphml,76,99,47
grafo8368.89.graphml,89,114,25
grafo8369.72.graphml,72,79,2
grafo837.10.graphml,10,10,0
grafo8370.84.graphml,84,113,57
grafo8371.96.graphml,96,130,105
grafo8372.77.graphml,77,86,13
grafo8373.100.graphml,100,138,106
grafo8374.76.graphml,76,100,34
grafo8375.70.graphml,70,91,54
grafo8376.70.graphml,70,96,46
grafo8377.92.graphml,92,130,105
grafo8378.99.graphml,99,132,115
grafo838.16.graphml,16,15,0
grafo8380.93.graphml,93,126,119
grafo8381.75.graphml,75,93,31
grafo8382.69.graphml,69,85,16
grafo8383.87.graphml,87,116,66
grafo8384.61.graphml,61,79,29
grafo8385.73.graphml,73,97,44
grafo8386.73.graphml,73,99,30
grafo8387.70.graphml,70,91,26
grafo8388.72.graphml,72,102,55
grafo8389.71.graphml,71,87,15
grafo839.14.graphml,14,17,0
grafo8390.69.graphml,69,94,52
grafo8391.69.graphml,69,87,18
grafo8392.72.graphml,72,87,26
grafo8393.72.graphml,72,93,33
grafo8394.89.graphml,89,122,116
grafo8395.61.graphml,61,89,65
grafo8396.85.graphml,85,112,63
grafo8397.61.graphml,61,82,30
grafo8398.85.graphml,85,113,85
grafo8399.70.graphml,70,95,49
grafo840.17.graphml,17,19,1
grafo8400.81.graphml,81,114,60
grafo8401.69.graphml,69,100,84
grafo8402.61.graphml,61,79,19
grafo8403.73.graphml,73,94,19
grafo8404.69.graphml,69,100,69
grafo8405.65.graphml,65,92,58
grafo8406.75.graphml,75,108,102
grafo8407.61.graphml,61,76,16
grafo8408.84.graphml,84,107,61
grafo8409.78.graphml,78,103,33
grafo841.14.graphml,14,13,0
grafo8410.81.graphml,81,115,75
grafo8411.78.graphml,78,104,56
grafo8412.76.graphml,76,114,107
grafo8413.78.graphml,78,98,38
grafo8414.74.graphml,74,101,62
grafo8415.84.graphml,84,107,48
grafo8416.64.graphml,64,79,22
grafo8417.61.graphml,61,89,44
grafo8418.61.graphml,61,80,25
grafo8419.82.graphml,82,108,50
grafo842.21.graphml,21,24,3
grafo8420.81.graphml,81,105,56
grafo8421.83.graphml,83,109,56
grafo8422.71.graphml,71,100,71
grafo8423.82.graphml,82,109,59
grafo8424.61.graphml,61,83,43
grafo8425.81.graphml,81,110,44
grafo8426.75.graphml,75,99,43
grafo8427.65.graphml,65,91,55
grafo8428.82.graphml,82,124,130
grafo8429.81.graphml,81,112,79
grafo843.14.graphml,14,14,0
grafo8430.83.graphml,83,118,95
grafo8431.73.graphml,73,100,34
grafo8432.86.graphml,86,121,111
grafo8433.75.graphml,75,98,40
grafo8434.69.graphml,69,99,60
grafo8435.87.graphml,87,106,31
grafo8436.76.graphml,76,108,42
grafo8437.82.graphml,82,116,88
grafo8438.67.graphml,67,99,100
grafo8439.71.graphml,71,90,41
grafo844.12.graphml,12,18,1
grafo8440.84.graphml,84,118,92
grafo8441.72.graphml,72,92,22
grafo8442.76.graphml,76,104,79
grafo8443.74.graphml,74,101,43
grafo8444.83.graphml,83,115,100
grafo8445.83.graphml,83,103,32
grafo8446.76.graphml,76,106,60
grafo8447.82.graphml,82,123,110
grafo8448.86.graphml,86,124,123
grafo8449.72.graphml,72,97,37
grafo845.16.graphml,16,17,0
grafo8450.69.graphml,69,96,77
grafo8451.69.graphml,69,95,53
grafo8452.85.graphml,85,118,89
grafo8453.83.graphml,83,101,30
grafo8454.78.graphml,78,98,36
grafo8455.61.graphml,61,90,87
grafo8456.76.graphml,76,102,71
grafo8457.83.graphml,83,108,66
grafo8458.75.graphml,75,96,43
grafo8459.75.graphml,75,93,33
grafo846.27.graphml,27,32,3
grafo8460.76.graphml,76,102,68
grafo8461.64.graphml,64,79,35
grafo8462.76.graphml,76,102,64
grafo8463.72.graphml,72,97,64
grafo8464.73.graphml,73,100,78
grafo8465.85.graphml,85,116,90
grafo8466.75.graphml,75,100,58
grafo8467.71.graphml,71,92,44
grafo8468.85.graphml,85,107,41
grafo8469.85.graphml,85,107,41
grafo847.22.graphml,22,29,4
grafo8470.93.graphml,93,117,50
grafo8471.89.graphml,89,117,59
grafo8472.81.graphml,81,109,60
grafo8473.93.graphml,93,122,63
grafo8474.90.graphml,90,127,89
grafo8475.61.graphml,61,79,30
grafo8476.95.graphml,95,135,151
grafo8477.89.graphml,89,123,68
grafo8478.98.graphml,98,140,153
grafo8479.74.graphml,74,87,29
grafo848.13.graphml,13,14,0
grafo8480.91.graphml,91,116,58
grafo8481.96.graphml,96,128,82
grafo8482.73.graphml,73,96,21
grafo8483.76.graphml,76,100,46
grafo8484.87.graphml,87,111,49
grafo8485.85.graphml,85,117,75
grafo8486.85.graphml,85,115,47
grafo8487.87.graphml,87,112,67
grafo8488.85.graphml,85,99,35
grafo8489.87.graphml,87,106,32
grafo849.11.graphml,11,11,0
grafo8490.95.graphml,95,137,120
grafo8491.92.graphml,92,133,144
grafo8492.86.graphml,86,117,59
grafo8493.75.graphml,75,94,27
grafo8494.90.graphml,90,119,66
grafo8495.86.graphml,86,126,105
grafo8496.61.graphml,61,91,56
grafo8497.71.graphml,71,104,103
grafo8498.74.graphml,74,102,78
grafo8499.99.graphml,99,130,94
grafo850.12.graphml,12,13,0
grafo8500.89.graphml,89,121,96
grafo8501.94.graphml,94,110,37
grafo8502.89.graphml,89,107,32
grafo8503.89.graphml,89,107,32
grafo8504.71.graphml,71,89,31
grafo8505.79.graphml,79,100,40
grafo8506.88.graphml,88,124,141
grafo8507.75.graphml,75,88,5
grafo8508.73.graphml,73,92,18
grafo8509.74.graphml,74,92,9
grafo851.17.graphml,17,19,2
grafo8510.100.graphml,100,142,153
grafo8511.94.graphml,94,134,117
grafo8512.94.graphml,94,132,112
grafo8513.100.graphml,100,138,111
grafo8514.95.graphml,95,130,98
grafo8515.61.graphml,61,73,5
grafo8516.79.graphml,79,98,26
grafo8517.75.graphml,75,95,31
grafo8518.73.graphml,73,94,24
grafo8519.70.graphml,70,92,41
grafo852.19.graphml,19,22,1
grafo8520.70.graphml,70,92,44
grafo8521.73.graphml,73,90,35
grafo8522.76.graphml,76,99,33
grafo8523.71.graphml,71,102,80
grafo8524.75.graphml,75,91,19
grafo8525.60.graphml,60,87,61
grafo8526.76.graphml,76,101,61
grafo8527.67.graphml,67,85,24
grafo8528.84.graphml,84,109,50
grafo8529.74.graphml,74,96,45
grafo853.16.graphml,16,16,0
grafo8530.76.graphml,76,107,73
grafo8531.88.graphml,88,113,46
grafo8532.83.graphml,83,110,59
grafo8533.60.graphml,60,73,12
grafo8534.84.graphml,84,119,103
grafo8535.71.graphml,71,93,37
grafo8536.61.graphml,61,94,57
grafo8537.84.graphml,84,121,122
grafo8538.80.graphml,80,114,131
grafo8539.87.graphml,87,127,122
grafo854.12.graphml,12,11,0
grafo8540.74.graphml,74,98,57
grafo8541.86.graphml,86,129,131
grafo8542.61.graphml,61,84,36
grafo8543.87.graphml,87,111,53
grafo8544.61.graphml,61,84,18
grafo8545.74.graphml,74,106,64
grafo8546.75.graphml,75,98,37
grafo8547.85.graphml,85,104,32
grafo8548.75.graphml,75,98,59
grafo8549.100.graphml,100,138,99
grafo855.15.graphml,15,17,1
grafo8550.79.graphml,79,100,42
grafo8551.85.graphml,85,129,143
grafo8552.71.graphml,71,93,35
grafo8553.84.graphml,84,118,89
grafo8554.84.graphml,84,113,73
grafo8555.87.graphml,87,114,55
grafo8556.84.graphml,84,119,70
grafo8557.90.graphml,90,112,40
grafo8558.90.graphml,90,125,105
grafo8559.87.graphml,87,112,56
grafo856.11.graphml,11,12,0
grafo8560.71.graphml,71,93,42
grafo8561.77.graphml,77,97,24
grafo8562.61.graphml,61,80,30
grafo8563.92.graphml,92,130,94
grafo8564.100.graphml,100,134,78
grafo8565.71.graphml,71,96,54
grafo8566.98.graphml,98,139,129
grafo8567.85.graphml,85,122,75
grafo8568.83.graphml,83,107,61
grafo857.11.graphml,11,11,0
grafo8570.71.graphml,71,90,50
grafo8571.94.graphml,94,139,124
grafo8572.62.graphml,62,87,46
grafo8573.92.graphml,92,113,39
grafo8574.83.graphml,83,115,78
grafo8575.86.graphml,86,117,87
grafo8576.86.graphml,86,122,76
grafo8577.74.graphml,74,95,32
grafo8578.87.graphml,87,125,102
grafo8579.88.graphml,88,121,90
grafo858.23.graphml,23,28,1
grafo8580.91.graphml,91,107,31
grafo8581.94.graphml,94,121,45
grafo8582.96.graphml,96,126,74
grafo8583.85.graphml,85,103,36
grafo8584.61.graphml,61,74,19
grafo8585.91.graphml,91,123,89
grafo8586.60.graphml,60,79,18
grafo8587.71.graphml,71,87,22
grafo8588.71.graphml,71,93,34
grafo8589.73.graphml,73,92,30
grafo859.30.graphml,30,34,1
grafo8590.73.graphml,73,102,63
grafo8591.74.graphml,74,93,29
grafo8592.74.graphml,74,102,59
grafo8593.87.graphml,87,120,93
grafo8594.84.graphml,84,115,95
grafo8595.89.graphml,89,112,45
grafo8596.84.graphml,84,111,77
grafo8597.83.graphml,83,113,88
grafo8598.83.graphml,83,109,52
grafo8599.83.graphml,83,113,80
grafo860.31.graphml,31,35,4
grafo8600.84.graphml,84,118,117
grafo8601.87.graphml,87,135,190
grafo8602.87.graphml,87,118,63
grafo8603.87.graphml,87,111,46
grafo8604.84.graphml,84,120,77
grafo8605.68.graphml,68,104,98
grafo8606.60.graphml,60,83,35
grafo8607.60.graphml,60,82,46
grafo8608.74.graphml,74,98,47
grafo8609.73.graphml,73,101,54
grafo861.12.graphml,12,12,0
grafo8610.60.graphml,60,77,20
grafo8611.88.graphml,88,114,45
grafo8612.84.graphml,84,119,118
grafo8613.73.graphml,73,91,28
grafo8614.85.graphml,85,118,99
grafo8615.85.graphml,85,110,60
grafo8616.76.graphml,76,98,42
grafo8617.85.graphml,85,116,71
grafo8618.89.graphml,89,117,53
grafo8619.84.graphml,84,117,96
grafo862.25.graphml,25,28,4
grafo8620.86.graphml,86,120,109
grafo8621.73.graphml,73,103,61
grafo8622.75.graphml,75,95,34
grafo8623.74.graphml,74,98,37
grafo8624.85.graphml,85,120,62
grafo8625.85.graphml,85,105,31
grafo8626.74.graphml,74,99,51
grafo8627.82.graphml,82,105,40
grafo8628.85.graphml,85,121,98
grafo8629.84.graphml,84,114,89
grafo863.18.graphml,18,19,1
grafo8630.74.graphml,74,101,70
grafo8631.87.graphml,87,124,99
grafo8632.84.graphml,84,111,61
grafo8633.75.graphml,75,102,69
grafo8634.75.graphml,75,107,66
grafo8635.73.graphml,73,101,49
grafo8636.74.graphml,74,95,27
grafo8637.84.graphml,84,122,76
grafo8638.75.graphml,75,94,43
grafo8639.75.graphml,75,108,86
grafo864.16.graphml,16,20,3
grafo8640.84.graphml,84,118,83
grafo8642.91.graphml,91,112,57
grafo8643.89.graphml,89,124,85
grafo8644.92.graphml,92,122,61
grafo8645.92.graphml,92,129,112
grafo8646.92.graphml,92,135,161
grafo8647.91.graphml,91,131,133
grafo8648.73.graphml,73,102,66
grafo8649.86.graphml,86,109,55
grafo865.28.graphml,28,35,1
grafo8650.91.graphml,91,130,88
grafo8651.92.graphml,92,126,101
grafo8653.74.graphml,74,98,50
grafo8654.73.graphml,73,101,63
grafo8655.95.graphml,95,135,128
grafo8656.73.graphml,73,96,40
grafo8657.88.graphml,88,110,45
grafo8658.89.graphml,89,127,129
grafo8659.92.graphml,92,135,149
grafo866.19.graphml,19,21,0
grafo8660.64.graphml,64,84,50
grafo8661.64.graphml,64,80,25
grafo8662.91.graphml,91,133,117
grafo8663.75.graphml,75,96,34
grafo8664.89.graphml,89,124,101
grafo8665.74.graphml,74,94,48
grafo8666.85.graphml,85,110,58
grafo8667.96.graphml,96,130,57
grafo8668.91.graphml,91,115,50
grafo8669.91.graphml,91,116,31
grafo867.12.graphml,12,11,0
grafo8670.89.graphml,89,109,28
grafo8671.93.graphml,93,114,38
grafo8672.71.graphml,71,98,41
grafo8673.98.graphml,98,140,121
grafo8674.100.graphml,100,135,98
grafo8675.93.graphml,93,130,104
grafo8676.94.graphml,94,127,84
grafo8677.74.graphml,74,96,36
grafo8678.73.graphml,73,108,93
grafo8679.73.graphml,73,93,31
grafo868.12.graphml,12,12,0
grafo8680.73.graphml,73,95,39
grafo8681.86.graphml,86,126,121
grafo8682.87.graphml,87,108,32
grafo8683.79.graphml,79,102,54
grafo8684.86.graphml,86,118,93
grafo8685.74.graphml,74,94,18
grafo8686.89.graphml,89,113,28
grafo8687.86.graphml,86,129,155
grafo8688.89.graphml,89,123,98
grafo8689.87.graphml,87,127,116
grafo869.10.graphml,10,10,0
grafo8690.85.graphml,85,107,35
grafo8691.89.graphml,89,117,65
grafo8692.87.graphml,87,127,126
grafo8693.86.graphml,86,109,59
grafo8694.81.graphml,81,122,121
grafo8695.85.graphml,85,112,53
grafo8696.73.graphml,73,104,64
grafo8697.74.graphml,74,94,41
grafo8698.73.graphml,73,93,29
grafo8699.97.graphml,97,126,66
grafo870.10.graphml,10,10,0
grafo8700.74.graphml,74,95,31
grafo8701.90.graphml,90,130,132
grafo8702.91.graphml,91,129,98
grafo8703.74.graphml,74,99,64
grafo8704.97.graphml,97,127,52
grafo8705.82.graphml,82,108,46
grafo8706.86.graphml,86,113,75
grafo8707.92.graphml,92,116,54
grafo8708.96.graphml,96,123,43
grafo8709.87.graphml,87,111,88
grafo871.14.graphml,14,17,2
grafo8710.98.graphml,98,126,39
grafo8711.90.graphml,90,121,59
grafo8712.90.graphml,90,119,60
grafo8713.93.graphml,93,114,24
grafo8714.73.graphml,73,82,11
grafo8715.93.graphml,93,120,38
grafo8716.80.graphml,80,101,39
grafo8717.90.graphml,90,118,44
grafo8718.97.graphml,97,122,70
grafo8719.93.graphml,93,136,172
grafo872.24.graphml,24,28,2
grafo8720.100.graphml,100,132,87
grafo8721.74.graphml,74,97,45
grafo8722.73.graphml,73,97,56
grafo8723.73.graphml,73,94,31
grafo8724.89.graphml,89,116,61
grafo8725.86.graphml,86,121,93
grafo8726.87.graphml,87,128,125
grafo8727.79.graphml,79,96,27
grafo8728.87.graphml,87,118,78
grafo8729.87.graphml,87,121,110
grafo873.20.graphml,20,25,3
grafo8730.86.graphml,86,119,76
grafo8731.88.graphml,88,115,74
grafo8732.88.graphml,88,110,43
grafo8733.88.graphml,88,121,98
grafo8734.89.graphml,89,109,26
grafo8735.60.graphml,60,86,58
grafo8736.91.graphml,91,114,43
grafo8737.90.graphml,90,124,81
grafo8738.66.graphml,66,98,81
grafo8739.99.graphml,99,135,113
grafo874.20.graphml,20,25,3
grafo8740.87.graphml,87,115,82
grafo8741.87.graphml,87,109,47
grafo8742.88.graphml,88,115,62
grafo8743.87.graphml,87,116,50
grafo8744.90.graphml,90,127,108
grafo8745.90.graphml,90,127,94
grafo8746.93.graphml,93,130,124
grafo8747.89.graphml,89,130,103
grafo8748.88.graphml,88,107,20
grafo8749.65.graphml,65,91,55
grafo875.20.graphml,20,21,0
grafo8750.86.graphml,86,115,80
grafo8751.87.graphml,87,113,42
grafo8752.88.graphml,88,110,55
grafo8753.91.graphml,91,125,126
grafo8754.91.graphml,91,111,21
grafo8755.93.graphml,93,125,77
grafo8756.90.graphml,90,117,47
grafo8757.96.graphml,96,119,40
grafo8758.100.graphml,100,126,66
grafo8759.94.graphml,94,124,80
grafo876.38.graphml,38,45,7
grafo8760.71.graphml,71,103,81
grafo8761.89.graphml,89,117,74
grafo8762.86.graphml,86,116,92
grafo8763.87.graphml,87,119,70
grafo8764.87.graphml,87,125,112
grafo8765.86.graphml,86,117,72
grafo8766.87.graphml,87,116,73
grafo8767.86.graphml,86,118,74
grafo8768.86.graphml,86,124,93
grafo8769.86.graphml,86,105,48
grafo877.16.graphml,16,17,1
grafo8770.86.graphml,86,107,24
grafo8771.66.graphml,66,88,28
grafo8772.79.graphml,79,115,72
grafo8773.88.graphml,88,117,71
grafo8774.88.graphml,88,129,131
grafo8775.96.graphml,96,122,56
grafo8776.96.graphml,96,119,57
grafo8777.98.graphml,98,140,136
grafo8778.90.graphml,90,126,132
grafo8779.88.graphml,88,123,99
grafo878.13.graphml,13,16,1
grafo8780.96.graphml,96,141,152
grafo8781.88.graphml,88,122,104
grafo8782.88.graphml,88,106,30
grafo8783.85.graphml,85,112,79
grafo8784.94.graphml,94,130,106
grafo8785.89.graphml,89,116,67
grafo8786.91.graphml,91,126,92
grafo8787.91.graphml,91,119,60
grafo8788.91.graphml,91,110,38
grafo8789.95.graphml,95,123,48
grafo879.15.graphml,15,20,1
grafo8790.97.graphml,97,133,101
grafo8791.94.graphml,94,136,111
grafo8792.98.graphml,98,132,98
grafo8793.100.graphml,100,138,82
grafo8794.79.graphml,79,109,64
grafo8795.86.graphml,86,112,50
grafo8796.88.graphml,88,122,101
grafo8797.100.graphml,100,129,71
grafo8798.93.graphml,93,116,46
grafo8799.90.graphml,90,113,33
grafo880.17.graphml,17,16,0
grafo8800.93.graphml,93,129,126
grafo8801.91.graphml,91,127,126
grafo8802.91.graphml,91,131,122
grafo8803.96.graphml,96,135,128
grafo8804.87.graphml,87,130,86
grafo8805.80.graphml,80,124,119
grafo8806.98.graphml,98,121,57
grafo8807.87.graphml,87,131,125
grafo8808.91.graphml,91,116,38
grafo8809.94.graphml,94,116,40
grafo881.10.graphml,10,9,0
grafo8810.88.graphml,88,119,36
grafo8811.96.graphml,96,127,101
grafo8812.99.graphml,99,155,261
grafo8813.88.graphml,88,125,99
grafo8814.88.graphml,88,125,114
grafo8815.87.graphml,87,110,40
grafo8816.67.graphml,67,100,100
grafo8817.88.graphml,88,127,135
grafo8818.89.graphml,89,121,83
grafo8819.87.graphml,87,118,73
grafo882.26.graphml,26,27,0
grafo8820.92.graphml,92,121,62
grafo8821.94.graphml,94,131,131
grafo8822.88.graphml,88,120,79
grafo8823.93.graphml,93,136,153
grafo8824.91.graphml,91,120,75
grafo8825.92.graphml,92,124,78
grafo8826.100.graphml,100,152,174
grafo8827.64.graphml,64,90,73
grafo8828.89.graphml,89,114,51
grafo8829.87.graphml,87,120,63
grafo883.14.graphml,14,15,2
grafo8830.88.graphml,88,123,89
grafo8831.91.graphml,91,111,34
grafo8832.91.graphml,91,115,45
grafo8833.94.graphml,94,127,79
grafo8834.87.graphml,87,112,47
grafo8835.87.graphml,87,117,73
grafo8836.88.graphml,88,121,102
grafo8837.87.graphml,87,123,101
grafo8838.83.graphml,83,114,73
grafo8839.89.graphml,89,113,58
grafo884.17.graphml,17,23,1
grafo8840.90.graphml,90,117,75
grafo8841.88.graphml,88,118,71
grafo8842.89.graphml,89,122,83
grafo8843.96.graphml,96,121,40
grafo8844.88.graphml,88,114,47
grafo8845.92.graphml,92,115,53
grafo8846.94.graphml,94,121,85
grafo8847.60.graphml,60,83,42
grafo8848.90.graphml,90,116,59
grafo8849.65.graphml,65,78,18
grafo885.18.graphml,18,24,3
grafo8850.90.graphml,90,119,51
grafo8851.90.graphml,90,116,66
grafo8852.90.graphml,90,117,61
grafo8853.89.graphml,89,118,66
grafo8854.89.graphml,89,123,116
grafo8855.100.graphml,100,134,86
grafo8856.97.graphml,97,126,74
grafo8857.99.graphml,99,135,136
grafo8858.92.graphml,92,127,74
grafo8859.89.graphml,89,102,15
grafo886.15.graphml,15,15,0
grafo8860.73.graphml,73,101,31
grafo8861.94.graphml,94,107,16
grafo8862.89.graphml,89,108,20
grafo8863.94.graphml,94,121,49
grafo8864.98.graphml,98,141,134
grafo8865.100.graphml,100,135,105
grafo8867.97.graphml,97,147,186
grafo8868.60.graphml,60,75,16
grafo8869.60.graphml,60,79,23
grafo887.13.graphml,13,15,0
grafo8870.60.graphml,60,75,19
grafo8871.64.graphml,64,85,27
grafo8872.88.graphml,88,117,74
grafo8873.88.graphml,88,105,23
grafo8874.60.graphml,60,89,69
grafo8875.98.graphml,98,131,64
grafo8876.88.graphml,88,127,122
grafo8877.88.graphml,88,132,133
grafo8878.93.graphml,93,130,143
grafo8879.92.graphml,92,119,58
grafo888.12.graphml,12,13,0
grafo8881.91.graphml,91,130,122
grafo8882.100.graphml,100,158,273
grafo8883.71.graphml,71,86,13
grafo8884.64.graphml,64,88,37
grafo8885.88.graphml,88,116,67
grafo8886.91.graphml,91,122,68
grafo8887.89.graphml,89,124,99
grafo8888.99.graphml,99,125,52
grafo8889.89.graphml,89,119,73
grafo889.21.graphml,21,28,1
grafo8890.95.graphml,95,123,61
grafo8891.90.graphml,90,114,43
grafo8892.100.graphml,100,140,141
grafo8893.96.graphml,96,144,163
grafo8894.60.graphml,60,72,8
grafo8895.78.graphml,78,104,42
grafo8896.60.graphml,60,79,29
grafo8897.88.graphml,88,131,115
grafo8898.60.graphml,60,78,38
grafo8899.89.graphml,89,116,81
grafo890.13.graphml,13,16,0
grafo8900.94.graphml,94,126,78
grafo8902.89.graphml,89,119,66
grafo8903.97.graphml,97,118,26
grafo8904.92.graphml,92,124,104
grafo8905.100.graphml,100,127,58
grafo8906.75.graphml,75,97,47
grafo8907.97.graphml,97,125,57
grafo8908.96.graphml,96,135,89
grafo8909.89.graphml,89,124,99
grafo891.13.graphml,13,13,0
grafo8910.91.graphml,91,124,71
grafo8911.100.graphml,100,128,74
grafo8912.90.graphml,90,117,76
grafo8913.88.graphml,88,107,44
grafo8914.88.graphml,88,107,44
grafo8915.91.graphml,91,118,38
grafo8916.91.graphml,91,101,14
grafo8917.66.graphml,66,100,110
grafo8918.96.graphml,96,121,37
grafo8919.92.graphml,92,117,35
grafo892.23.graphml,23,25,0
grafo8920.94.graphml,94,121,33
grafo8921.98.graphml,98,152,209
grafo8922.92.graphml,92,130,82
grafo8923.90.graphml,90,131,121
grafo8924.89.graphml,89,125,93
grafo8925.89.graphml,89,121,80
grafo8926.89.graphml,89,122,94
grafo8927.88.graphml,88,127,105
grafo8928.74.graphml,74,99,50
grafo8929.91.graphml,91,126,84
grafo893.17.graphml,17,21,1
grafo8930.97.graphml,97,127,77
grafo8931.60.graphml,60,77,24
grafo8932.89.graphml,89,118,77
grafo8933.60.graphml,60,88,59
grafo8934.88.graphml,88,124,89
grafo8935.88.graphml,88,122,87
grafo8936.94.graphml,94,127,77
grafo8937.90.graphml,90,120,55
grafo8938.90.graphml,90,121,70
grafo8939.75.graphml,75,93,30
grafo894.16.graphml,16,24,10
grafo8940.88.graphml,88,109,29
grafo8941.90.graphml,90,113,32
grafo8942.96.graphml,96,127,90
grafo8943.98.graphml,98,146,174
grafo8944.97.graphml,97,126,80
